## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.title,entity.cta
10010,Progrexion Speeds Access,Analytics ~ Target,Progrexion boosted conversion by 14% by using customer insights from Adobe Analytics and Adobe Target. See how they did it.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-Progrexion-384x220.png,,https://www.adobe.com/customershowcase/story/progrexion.html,,,Customer Story,View Progrexion's story
10011,Trusted Relationships at Nissan,Analytics~ AEM,"Nissan optimized their content and improved communications by using Adobe Experience Cloud, increasing open and click rates by 200%.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-Nissan-384x220.png,,https://www.adobe.com/content/dam/acom/en/customer-success/pdfs/nissan-case-study.pdf,,,Customer Story,View Nissan's story
10012,A New Philips Identity,Analytics~ AEM~ Target,"With Adobe Experience Cloud, Philips transformed over one million properties to accelerate translation and automate daily updates. See how they did it.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-Phillips-384x220.png,,https://www.adobe.com/customershowcase/story/philips.html,,,Customer Story,View Philips's story
10013,Flying High with WestJet,Analytics~ Audience Manager,WestJet now knows what customers want and can tailor personalized content and retargeting to boost conversion &mdash; all through Adobe Experience Cloud.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-WestJet-384x220.png,,https://www.adobe.com/customershowcase/story/westjet.html,,,Customer Story,View WestJet's story
10014,Princess Cruises Gets Personal,Analytics~ Audience Manager,"To deliver personalized experiences and increase audiences, Princess Cruises turned to Adobe Experience Cloud. Learn more about their transformation.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-PrincessCruises-384x220.png,,https://wwwimages2.adobe.com/content/dam/acom/en/customer-success/pdfs/princess-cruises-case-study.pdf,,,Customer Story,View Princess Cruises' story
10015,Going Digital with Hostelworld,Analytics~ Campaign,"By using Adobe Experience Cloud, Hostelworld boosted engagement across their websites by 500% and reduced cost per booking by 20%.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-HostelWorld-384x220.png,,https://www.adobe.com/content/dam/acom/en/customer-success/pdfs/hostelworld-case-study.pdf,,,Customer Story,View Hostelworld's story
10016,Sky UK Adds a Personal Touch,Audience Manager~ Campaign~ Analytics~ Target,Sky UK used Adobe Experience Cloud to understand customers on a personal level and improve returns with personalization.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-Sky-384x220.png,,https://www.adobe.com/customershowcase/story/sky.html,,,Customer Story,View Sky UK's story
10017,Happy Travels with Travelocity,Campaign,"See how Travelocity automated their campaigns with Adobe Campaign, gaining 40 percentage points with personalized emails.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-Travelocity-384x220.png,,https://www.adobe.com/content/dam/acom/en/customer-success/pdfs/travelocity-case-study.pdf,,,Customer Story,View Travelocity's story
10018,Connected Journeys with Redtag.ca,Campaign,Learn how Redtag.ca connects each step of the customer journey with data-driven strategies made possible in Adobe Campaign.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-RedTag-384x220.png,,https://www.adobe.com/content/dam/acom/en/customer-success/pdfs/redtag-case-study.pdf,,,Customer Story,View Redtag.ca's story
10019,Virgin Holidays Gets Adventurous,Campaign,Virgin Holidays used Adobe Campaign to reduce their campaign-creation time to one hour and achieve 90% engagement with cross-channel messages.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-VirginHolidays-384x220.png,,https://www.adobe.com/customershowcase/story/virgin-holidays.html,,,Customer Story,View Virgin Holidays' story
10020,Sprint Improves Their Experiences,Target,"With Adobe Target and Adobe Analytics, Sprint captured customer data and used it to put the customer first in all their experiences.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-CustomerStory-Sprint-384x220.png,,https://wwwimages2.adobe.com/content/dam/acom/en/customer-success/pdfs/sprint-case-study.pdf,,,Customer Story,View Sprint's story
10021,Adobe Advertising Cloud Overview,Ad Cloud,Get a more detailed look at Adobe Advertising Cloud and how it brings your marketing and advertising technology into a single platform.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AdCloudOverview-384x220.png,,https://video.tv.adobe.com/v/21064,,,Product Video,Watch Video
10022,Adobe Analytics Overview,Analytics,Learn more about how Adobe Analytics helps you find the insights in your data that inform the experiences you can create for your customers.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AnalyticsOverview-384x220.png,,https://video.tv.adobe.com/v/16765,,,Product Video,Watch Video
10023,Adobe Audience Manager Overview,Audience Manager,Get to know Adobe Audience Manager and see how this powerful data management platform brings together all your data into robust customer profiles.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AAMOverview-384x220.png,,https://video.tv.adobe.com/v/16397,,,Product Video,Watch Video
10024,Adobe Campaign Overview,Campaign,"See how Adobe Campaign helps you build, explore, and execute cross-channel campaigns quickly and effectively.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-CampaignOverview-384x220.png,,http://video.tv.adobe.com/v/21253/,,,Product Video,Watch Video
10025,Adobe Experience Manager Overview,AEM,Learn how to use Adobe Experience Manager to deliver adaptable experiences to your customers &mdash; wherever they are and on any device.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AEMOverview-384x220.png,,https://video.tv.adobe.com/v/22039/,,,Product Video,Watch Video
10026,Adobe Experience Manager Managed Services,AEM,Get introduced to Adobe Experience Manager Managed Services and see how you can receive Adobe support all along your digital transformation journey.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AEMManagedServices-384x220.png,,https://video.tv.adobe.com/v/17797,,,Product Video,Watch Video
10027,Adobe Experience Manager Sites Overview,AEM,"See how Adobe Experience Manager Sites lets you create, manage, and deliver your brand experiences. All from one unified platform.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AEMSitesOverview-384x220.png,,https://video.tv.adobe.com/v/17762,,,Product Video,Watch Video
10028,Adobe Experience Manager Assets Overview,AEM,Learn about Adobe Experience Manager Assets and see how it makes it easy for you to manage and deliver your creative and marketing assets.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AEMAssetsOverview-384x220.png,,https://video.tv.adobe.com/v/3032,,,Product Video,Watch Video
10029,Adobe Experience Manager Forms Overview,AEM,"Discover Adobe Experience Manager Forms and learn how to transform your paper-based interactions into simple, effective digital interactions.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-AEMFormsOverview-384x220.png,,https://video.tv.adobe.com/v/3382,,,Product Video,Watch Video
10030,Adobe Target Overview,Target,"Get a better look at Adobe Target and see how it helps you easily test your digital properties and deliver the best, most personalized experiences in real time.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-ProductVideo-TargetOverview-384x220.png,,http://video.tv.adobe.com/v/2184/,,,Product Video,Watch Video
10031,Forrester Names Adobe a Leader in Ad Buying,Ad Cloud,"Find out how Adobe is the right choice among omnichannel demand-side platform providers with The Forrester Wave&trade;: Omnichannel Demand-Side Platforms, Q2 2017.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-Report-Forrester-AdobeLeaderAd-384x220.png,,https://www.adobe.com/modal-offers/gartner-2018-mq-ad-tech.html,,,Report,Read the report
10032,"According to Forrester, Adobe Is a Customer Analytics leader",Analytics,"Adobe received the highest score among 20 criteria in the The Forrester Wave&trade;: Customer Analytics Solutions, Q2 2018.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-Report-Forrester-analyticsleader-384x220.png,,https://www.adobe.com/modal-offers/forrester-customer-analytics-solutions-q318.html,,,Report,Read the report
10033,Forrester Recognizes Adobe as a Leader in Web Analytics,Analytics,"With web analytics essential to digital success, find out why Adobe leads the pack in The Forrester Wave&trade;: Web Analytics, Q4 2017.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-Report-Forrester-analyticsleader-384x220.png,,https://www.adobe.com/modal-offers/forrester-web-analytics-Q417.html,,,Report,Read the report
10034,Adobe Is a Digital Marketing Analytics Leader,Analytics,Find out how Adobe Analytics solves your needs in the Gartner Magic Quadrant for Digital Marketing Analytics 2017.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-Gartner-digitalmarketinganalytics-384x220.png,,https://www.adobe.com/modal-offers/gartner-2017-magic-quadrant-for-dig-mktg-analytics.html,,,Report,Read the report
10035,Adobe Is On Top for Digital Intelligence Platforms,Analytics,"In a new and developing market, Adobe is a Leader when ranked among 26 criteria in The Forrester Wave&trade;: Digital Intelligence Platforms 2017.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-Forrester-topdigitalintelligence-384x220.png,,https://landing.adobe.com/en/na/products/marketing-cloud/371421-forrester-digital-intelligence-wave.html,,,Report,Read the report
10036,"When It Comes to DMPs, Adobe Is a Leader",Audience Manager,"For customer-obsessed brands, data management is the differentiator, and according to The Forrester Wave&trade;: Data Management Platforms, Q2 2017, Adobe makes a difference.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-forrester-DMPsLeader-384x220.png,,https://www.adobe.com/modal-offers/forrester-dmp-wave-q2-2017.html,,,Report,Read the report
10037,Adobe Is a Leader in Cross-Channel Campaign Management,Campaign,"Find out why we stand out in The Forrester Wave&trade;: Cross-Channel Campaign Management, Q1 2018 &mdash; so you can lead every channel.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-Forrester-crosschannelcampaign-384x220.png,,https://www.adobe.com/modal-offers/forrester-cccm-wave-q1-2018.html,,,Report,Read the report
10038,Gartner Recognizes Adobe as a Leading Multichannel Marketing Hub,Campaign,"For Gartner's first Magic Quadrant for Multichannel Marketing Hubs, Adobe comes in first.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-gartner-multichannelmarketinghub-384x220.png,,https://www.adobe.com/modal-offers/gartner-2018-mq-for-multichannel-mktg-hubs.html,,,Report,Read the report
10039,Adobe Is Proud to Be a Leader in Digital Experience Platforms,AEM:Sites~ AEM:Forms,"According to the 2018 Gartner Magic Quadrant for Digital Experience Platforms, Adobe marketing technologies are among the best.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-gartner-leaderdigitalexperienceplatform-384x220.png,,https://www.adobe.com/modal-offers/gartner-dxp-q118.html,,,Report,Read the report
10040,Gartner Names Adobe a Leader in Web Content Management,AEM:Sites,"For the eighth year in a row, find out how you can drive customer engagement in Gartner's July 2018 Magic Quadrant for Web Content Management.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-gartner-leaderwebcontentmanagement-384x220.png,,https://www.adobe.com/modal-offers/gartner-2018-mq-wcm.html,,,Report,Read the report
10041,Forrester Recognizes Adobe as a Leader in DAM,AEM:Assets,"Find out the qualities that set apart offerings and why Adobe comes out ahead in The Forrester Wave&trade;: Digital Asset Management for Customer Experience, Q2 2018.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-forrester-leaderDAM-384x220.png,,https://www.adobe.com/modal-offers/forrester-digital-asset-management-q318.html,,,Report,Read the report
10042,Adobe Delivers Business Value and Content Velocity,AEM:Forms,Learn how Adobe delivers great digital experiences with the IDC report The Business Value of Adobe Experience Manager Assets.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-gartner-leaderwebcontentmanagement-384x220.png,,https://www.adobe.com/modal-offers/gartner-dxp-q118.html,,,Report,Read the report
10043,Adobe Makes an Impact for Personalized Experiences,Target,"Find out how Adobe can creative powerful journeys using AI-powered optimization in The Forrester Wave&trade;: Experience Optimization Platforms, Q2 2018.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-IndustryReport-Forrester-ImpactPersonalizedExperiences-384x220.png,,https://www.adobe.com/modal-offers/forrester-exp-optimization-q318.html,,,Report,Read the report
10044,Advanced TV Goes Prime Time,Ad Cloud,"Change the channel to advanced TV and find out how data-driven, automated TV planning and buying is revolutionizing the industry.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-AdvancedTV-384x220.png,,https://www.adobe.com/insights/advanced-tv-advertising.html,,,Article,Read now
10045,15 Mind-Blowing Stats about the Future of Advertising,Ad Cloud,"Get a glimpse into the future of advertising. Hint: It'll be personalized, automated, immersive, experiential, and measurable.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-15MindBlowingStats-384x220.png,,https://www.adobe.com/insights/15-mind-blowing-stats-about-the-future-of-advertising.html,,,Article,Read now
10046,Advertising Measurement Gets Emotional,Ad Cloud,Get the predictions from our Think Tank panel on the future of personal data in the advertising industry.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-AdMeasurementEmotional-384x220.png,,https://www.adobe.com/insights/advertising-measurement-personal-data.html,,,Article,Read now
10047,Brands Use Data to Raise the Bar on Customer Experience,Analytics,See how a united platform can develop a complete view of your customer for better experiences.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-BrandsUseDataRaiseBar-384x220.png,,https://www.adobe.com/insights/use-data-to-improve-customer-experience.html,,,Article,Read now
10048,Turn Customer Data into Customer Intelligence,Analytics,Get the best practices that will help you make the most of all the customer data pouring in from multiple channels.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-CustomerData-384x220.png,,https://www.adobe.com/insights/turn-customer-data-into-customer-intelligence.html,,,Article,Read now
10049,Breathe New Life into the Customer Journey,Analytics,Learn about customer journey analytics and how you can track and analyze the way your customers are interacting with your organization.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-BreatheNewLifeCustomerJourney-384x220.png,,https://www.adobe.com/insights/breathe-new-life-into-customer-journey.html,,,Article,Read now
10050,The Data Story Behind Really Knowing What Your Customer Wants,Analytics,See how you can overcome challenges to use data to personalize and improve the customer experience.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-datastorybehindcustomer-384x220.png,,https://www.adobe.com/insights/use-data-to-understand-customer-needs.html,,,Article,Read now
10051,The Rise of the Experience DMP,Audience Manager,Find out the results of a survey conducted by Adobe of more than 500 U.S. marketing and IT professionals.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-riseofexperienceDMP-384x220.png,,https://www.adobe.com/insights/adobe-new-survey-findings-in-dmp.html,,,Article,Read now
10052,"Market to Me, Not My Device",Audience Manager,Create audience segments to make sure the right message goes to the right marketing channel at the right time.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-markettome-384x220.png,,https://www.adobe.com/insights/market-to-me-not-my-device-with-dmp.html,,,Article,Read now
10053,Get Out of Your Email Marketing Rut,Campaign,Find out how you can take your email marketing from the basic forms to customized content.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-getridofemailmktingrut-384x220.png,,https://www.adobe.com/insights/email-marketing-from-basic-to-brilliantly-personalized.html,,,Article,Read now
10054,Reimagine Remarketing,Campaign,Combine email with analytics to improve customer loyalty and ROI.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-ReimagineRemarketing-384x220.png,,https://www.adobe.com/insights/reimagine-remarketing.html,,,Article,Read now
10055,Content Management for Everyone,AEM,We'll show you why a hybrid CMS creates great experiences while being easier for marketers and IT teams.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-ContentManagementEveryone-384x220.png,,https://www.adobe.com/insights/content-management-for-everyone.html,,,Article,Read now
10056,Content for Everyone,AEM:Sites~ AEM:Assets,"With customers moving from device to device, learn how you can keep up with what we call fluid experiences.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-Contentforeveryone-384x220.png,,https://www.adobe.com/insights/content-for-everyone-how-to-build-fluid-experiences.html,,,Article,Read now
10057,"Incredible Content, Incredible Experiences",AEM:Sites~ AEM:Assets,"See how the right content management platform can keep up with rising customer expectations with data, intelligence, and personalization.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-IncredibleContent-384x220.png,,https://www.adobe.com/insights/deliver-experience-with-content-intelligence.html,,,Article,Read now
10058,Conquer the Content Deluge,AEM:Assets,Upgrade your outdated digital asset management system so you can accelerate the development of personalized assets.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-ConquertheContentDeluge-384x220.png,,https://www.adobe.com/insights/upgrade-dam-system.html,,,Article,Read now
10059,Make It Fluid,AEM:Sites~ AEM:Assets,"Focus on creating a seamless, consistent, omnichannel touchpoints with fluid experiences.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-MakeItFluid-384x220.png,,https://www.adobe.com/insights/seamless-customer-experience-from-the-shoppers-perspective.html,,,Article,Read now
10060,How Customer-Friendly Are Your Online Forms?,AEM:Forms,Take this short quiz to see how your organization's digital enrollment experience stacks up against customer expectations.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-HowCustomerFriendlyForms-384x220.png ,,https://www.adobe.com/insights/digital-enrollment-quiz-online-forms.html,,,Article,Read now
10061,AI-Powered Personalization,Target,"Find out how artificial intelligence can transcend human abilities to provide a more human, personalized experience.",https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-article-AIilipowered-384x220.png,,https://www.adobe.com/insights/ai-powered-personalization.html,,,Article,Read now
10062,Powerful Personalization,Target,Use the power of personalization to deliver better experiences and keep customers coming back for more.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-insights-Personalization-384x220.png,,https://www.adobe.com/insights/personalization-how-brands-keep-customers-coming-back.html,,,Article,Read now
10063,Make Your Mobile App the Natural Selection,Target,Find out how you can make more engaging experiences for apps on mobile devices.,https://www.adobe.com/content/dam/www/us/en/insights/insights-cards/297816127_ExpCloud_Recommended_content-insights-Make-Your-Mobile-384x220.png,,https://www.adobe.com/insights/make-mobile-app-natural-selection.html,,,Article,Read now
